instant;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp;atemp;hum;windspeed;leaflets;price reduction;casual;registered;cnt
668;29.10.2012;4.0;1;10;0;1;1;3;17.6;0.4394;132.0;0.3582;1028;1;2;20;22
669;30.10.2012;4.0;1;10;0;2;1;2;12.7273;0.309909;123.81825;0.213009;846;0;87;1009;1096
670;31.10.2012;4.0;1;10;0;3;1;2;14.3;0.3611;100.00005;0.166667;747;0;419;5147;5566
671;01.11.2012;4.0;1;11;0;4;1;2;14.6333;0.369942;87.25005;0.157346;746;1;466;5520;5986
672;02.11.2012;4.0;1;11;0;5;1;1;14.2;0.356042;78.31245;0.266175;578;0;618;5229;5847
673;03.11.2012;4.0;1;11;0;6;0;2;13.7333;0.323846;73.6875;0.270529;827;0;1029;4109;5138
674;04.11.2012;4.0;1;11;0;0;0;1;13.0333;0.329538;79.93755;0.179108;684;0;1201;3906;5107
675;05.11.2012;4.0;1;11;0;1;1;1;12.7667;0.308075;74.12505;0.236325;491;0;378;4881;5259
676;06.11.2012;4.0;1;11;0;2;1;1;11.2333;0.281567;85.06245;0.173513;677;0;466;5220;5686
677;07.11.2012;4.0;1;11;0;3;1;2;11.8333;0.274621;82.125;0.304108;654;0;326;4709;5035
678;08.11.2012;;1;11;0;4;1;1;14.087;0.341891;50.0217;0.347835;554;0;340;4975;5315
679;09.11.2012;;1;11;0;5;1;1;14.4667;0.355413;81.12495;0.214558;738;0;709;5283;5992
680;10.11.2012;;1;11;0;6;0;1;15.5667;0.393937;96.81255;0.0578458;901;0;2090;4446;6536
681;11.11.2012;4.0;1;11;0;0;0;1;16.8333;0.421713;98.87505;0.1275;783;0;2290;4562;6852
682;12.11.2012;4.0;1;11;1;1;0;1;19.4;0.475383;111.25005;0.173517;793;0;1097;5172;6269
683;13.11.2012;;1;11;0;2;1;2;13.7333;0.323225;99.43755;0.342046;542;0;327;3767;4094
684;14.11.2012;4.0;1;11;0;3;1;1;11.5667;0.281563;82.81245;0.199625;478;0;373;5122;5495
685;15.11.2012;4.0;1;11;0;4;1;2;12.8667;0.324492;93.06255;0.1529869999999999;601;0;320;5125;5445
686;16.11.2012;4.0;1;11;0;5;1;1;13.8;0.347204;78.68745;0.171025;603;0;484;5214;5698
688;18.11.2012;4.0;1;11;0;0;0;1;13.7;0.337746;103.93755;0.2276119999999999;899;0;922;3747;4669
690;20.11.2012;4.0;1;11;0;2;1;2;14.9667;0.380667;102.75;0.082725;796;0;534;5100;5634
691;21.11.2012;4.0;1;11;0;3;1;1;14.1333;0.364892;92.0625;0.103246;666;0;615;4531;5146
692;22.11.2012;;1;11;1;4;0;1;13.6;0.350371;87.06255;0.0528708;535;0;955;1470;2425
694;24.11.2012;4.0;1;11;0;6;0;1;11.1333;0.248742;;0.376871;496;0;532;1745;2277
695;25.11.2012;4.0;1;11;0;0;0;1;9.8333;0.257583;70.24995;0.1505;728;0;309;2115;2424
696;26.11.2012;4.0;1;11;0;1;1;1;12.5333;0.3390039999999999;80.31255;0.04665;1025;0;337;4750;5087
697;27.11.2012;4.0;1;11;0;2;1;2;11.6667;0.281558;118.00005;0.237562;675;0;123;3836;3959
698;28.11.2012;4.0;1;11;0;3;1;1;11.8667;0.2897619999999999;75.9375;0.210821;935;1;198;5062;5260
699;29.11.2012;4.0;1;11;0;4;1;1;11.2348;0.2984219999999999;83.3478;0.115522;509;0;243;5080;5323
701;01.12.2012;;1;12;0;6;0;2;11.9333;0.316904;121.00005;0.0597041999999999;602;0;951;4240;5191
702;02.12.2012;4.0;1;12;0;0;0;2;13.9;0.3592079999999999;123.49995;0.1243789999999999;702;0;892;3757;4649
707;07.12.2012;4.0;1;12;0;5;1;2;12.8333;0.3219579999999999;114.62505;0.1306;708;0;349;4659;5008
708;08.12.2012;4.0;1;12;0;6;0;2;15.2667;0.3895079999999999;136.6875;0.101379;620;0;1153;4429;5582
710;10.12.2012;4.0;1;12;0;1;1;2;17.4333;0.435575;138.75;0.190308;1031;0;329;4841;5170
712;12.12.2012;4.0;1;12;0;3;1;2;11.9;0.297338;80.74995;0.162937;802;1;310;5009;5319
713;13.12.2012;;1;12;0;4;1;1;11.8333;0.294188;72.87495;0.174129;676;0;425;5107;5532
715;15.12.2012;4.0;1;12;0;6;0;1;12.9667;0.338383;97.56255;0.10635;619;0;767;4280;5047
716;16.12.2012;;1;12;0;0;0;2;14.5;0.369938;125.8125;0.100742;491;0;538;3248;3786
717;17.12.2012;4.0;1;12;0;1;1;2;15.7333;0.4015;136.06245;0.0982583;692;0;212;4373;4585
719;19.12.2012;;1;12;0;3;1;1;13.3;0.3421619999999999;93.81255;0.184092;951;0;333;4934;5267
720;20.12.2012;4.0;1;12;0;4;1;2;13.2;0.335217;100.18755;0.132463;883;0;314;3814;4128
721;21.12.2012;1.0;1;12;0;5;1;2;13.0667;0.301767;83.50005;0.3743829999999999;881;0;221;3402;3623
722;22.12.2012;1.0;1;12;0;6;0;1;10.6333;0.236113;66.1875;0.407346;572;0;205;1544;1749
723;23.12.2012;1.0;1;12;0;0;0;1;9.8333;0.259471;77.31255;0.1330829999999999;490;0;408;1379;1787
724;24.12.2012;1.0;1;12;0;1;1;2;9.2522;0.2589;;0.0772303999999999;1030;1;174;746;920
725;25.12.2012;1.0;1;12;1;2;0;2;11.6522;0.294465;;0.168726;699;0;440;573;1013
726;26.12.2012;1.0;1;12;0;3;1;3;9.7333;0.220333;123.49995;0.316546;701;0;9;432;441
727;27.12.2012;1.0;1;12;0;4;1;2;10.1667;0.226642;97.93755;0.3501329999999999;561;0;247;1867;2114
728;28.12.2012;1.0;1;12;0;5;1;2;10.1333;0.255046;88.5;0.155471;562;0;644;2451;3095
729;29.12.2012;1.0;1;12;0;6;0;2;10.1333;0.2424;112.93755;0.124383;783;0;159;1182;1341
731;31.12.2012;1.0;1;12;0;1;1;2;8.6333;0.223487;86.625;0.154846;585;0;439;2290;2729
7;07.01.2011;1.0;0;1;0;5;1;2;7.8609;0.208839;74.8044;0.168726;977;0;148;1362;1510
11;11.01.2011;1.0;0;1;0;2;1;2;6.7636;0.191464;102.9546;0.1221319999999999;1028;0;43;1220;1263
14;14.01.2011;1.0;0;1;0;5;1;1;6.4348;0.188413;80.6739;0.126548;481;0;54;1367;1421
16;16.01.2011;1.0;0;1;0;0;0;1;9.2667;0.234217;72.5625;0.188433;493;0;251;953;1204
18;18.01.2011;1.0;0;1;0;2;1;2;8.6667;0.2323329999999999;129.25005;0.146775;989;0;9;674;683
24;24.01.2011;1.0;0;1;0;1;1;1;3.8957;0.11793;73.76085;0.15833;1020;0;86;1330;1416
27;27.01.2011;1.0;0;1;0;4;1;1;7.8;0.2197;103.125;0.113837;935;1;15;416;431
34;03.02.2011;1.0;0;2;0;4;1;1;7.4783;0.177878;65.6739;0.277752;787;0;61;1489;1550
35;04.02.2011;1.0;0;2;0;5;1;2;8.4522;0.2285869999999999;87.78255;0.127839;559;1;88;1620;1708
38;07.02.2011;1.0;0;2;0;1;1;1;10.8667;0.303658;110.74995;0.0454083;978;0;120;1592;1712
53;22.02.2011;1.0;0;2;0;2;1;1;7.2889;0.186033;86.6667;0.195683;516;0;74;1376;1450
61;02.03.2011;1.0;0;3;0;-1;1;1;13.4;0.320071;67.43745;0.3078329999999999;694;0;231;1903;2134
64;05.03.2011;1.0;0;3;0;6;0;2;15.3667;0.378779;118.37505;0.251871;873;0;640;1437;2077
69;10.03.2011;;0;3;0;4;1;3;15.5636;0.385668;0.0;0.2618769999999999;779;0;46;577;623
74;15.03.2011;1.0;0;3;0;2;1;2;12.6956;0.318178;98.3478;0.184309;931;0;289;1767;2056
85;26.03.2011;2.0;0;3;0;6;0;1;10.6333;0.257571;59.12505;0.209571;1000;0;981;1515;2496
86;27.03.2011;2.0;0;3;0;0;0;2;10.1217;0.250339;74.08695;0.1843;549;0;472;1221;1693
89;30.03.2011;2.0;0;3;0;3;1;2;12.0;0.29735;97.00005;0.172888;644;0;168;1368;1536
90;31.03.2011;2.0;0;3;0;4;1;3;10.7333;0.257575;137.74995;0.217646;968;0;179;1506;1685
94;04.04.2011;2.0;0;4;0;1;1;1;22.9333;0.542929;63.9375;0.385571;558;0;734;2381;3115
105;15.04.2011;2.0;0;4;1;5;0;1;17.8667;0.441913;100.6875;0.226375;527;1;642;2484;3126
113;23.04.2011;2.0;0;4;0;6;0;2;18.4;0.450121;133.18755;0.230725;468;0;1462;2574;4036
116;26.04.2011;;0;4;0;2;1;1;25.2667;0.594083;109.37505;0.3265;498;0;678;3722;4400
120;30.04.2011;2.0;0;4;0;6;0;1;18.9;0.464021;75.49995;0.235075;1022;0;1965;3347;5312
121;01.05.2011;2.0;0;5;0;0;0;2;18.0667;0.448204;114.31245;0.1063539999999999;756;0;1138;2213;3351
133;13.05.2011;2.0;0;5;0;5;1;2;20.5;0.4943;129.49995;0.179725;748;0;692;3413;4105
141;21.05.2011;2.0;0;5;0;-1;0;1;24.1;0.571975;94.00005;0.12065;992;0;2258;3547;5805
159;08.06.2011;2.0;0;6;0;3;1;1;31.0333;0.727279;93.31245;0.136817;897;0;676;3725;4401
173;22.06.2011;;0;6;0;3;1;1;29.3333;0.693829;106.125;0.172262;561;0;661;3846;4507
180;29.06.2011;3.0;0;6;0;3;1;1;29.1333;0.654688;74.68755;0.261821;585;0;848;4377;5225
181;30.06.2011;;0;6;0;4;1;1;27.8667;0.637008;65.12505;0.1853119999999999;796;1;1027;4488;5515
183;02.07.2011;3.0;0;7;0;6;0;1;29.5333;0.667308;66.68745;0.1150619999999999;996;0;2204;2915;5119
194;13.07.2011;3.0;0;7;0;3;1;1;29.8667;0.689404;94.75005;0.1461329999999999;1027;0;748;3594;4342
196;15.07.2011;3.0;0;7;0;5;1;1;26.5333;0.624371;88.6875;0.182833;632;0;1318;4220;5538
198;17.07.2011;3.0;0;7;0;0;0;1;28.7667;0.669833;90.62505;0.245033;921;1;2006;3296;5302
200;19.07.2011;;0;7;0;2;1;1;31.0667;0.747479;97.56255;0.1306;756;0;752;3789;4541
201;20.07.2011;3.0;0;7;0;3;1;1;30.7333;0.74685;106.06245;0.113817;753;1;644;3688;4332
203;22.07.2011;3.0;0;7;0;5;1;1;33.9333;0.8408959999999999;87.06255;0.1331;849;0;562;2825;3387
209;28.07.2011;3.0;0;7;0;4;1;1;31.1667;0.7399;87.49995;0.178479;735;0;606;3784;4390
210;29.07.2011;3.0;0;7;0;5;1;1;33.5333;0.785967;81.375;0.174138;930;0;670;3176;3846
220;08.08.2011;3.0;0;8;0;1;1;1;30.6;0.703283;88.81245;0.192175;546;0;846;3480;4326
233;21.08.2011;3.0;0;8;0;0;0;1;28.4333;0.675525;;0.248754;633;1;1249;2624;3873
239;27.08.2011;3.0;0;8;0;6;0;2;27.2;0.635556;127.5;0.375617;666;0;226;889;1115
244;01.09.2011;3.0;0;9;0;4;1;1;26.2;0.614921;95.87505;0.141796;931;0;783;4332;5115
246;03.09.2011;3.0;0;9;0;6;0;1;26.7667;0.633213;107.50005;0.185325;975;0;1935;2549;4484
271;28.09.2011;4.0;0;9;0;-1;1;2;25.4;0.575158;127.3125;0.1486289999999999;577;0;480;3427;3907
273;30.09.2011;4.0;0;9;0;5;1;1;22.5667;0.544829;97.125;0.206475;909;0;830;4372;5202
276;03.10.2011;4.0;0;10;0;1;1;2;15.3667;0.392046;114.12495;0.0833458;992;1;330;3240;3570
283;10.10.2011;4.0;0;10;1;1;0;1;22.8333;0.542925;110.0625;0.0423042;555;0;1514;3603;5117
285;12.10.2011;;0;10;0;3;1;3;21.7333;0.517717;135.9375;0.24815;575;0;217;2199;2416
287;14.10.2011;4.0;0;10;0;5;1;2;22.0333;0.529675;107.4375;0.223883;471;0;529;3115;3644
290;17.10.2011;4.0;0;10;0;1;1;1;21.3667;0.510725;86.93745;0.175379;1010;1;713;3857;4570
291;18.10.2011;4.0;0;10;0;2;1;2;21.3;0.522721;105.25005;0.1100869999999999;463;0;637;4111;4748
298;25.10.2011;4.0;0;10;0;2;1;1;18.8667;0.463375;93.43755;0.166658;803;0;695;3992;4687
299;26.10.2011;4.0;0;10;0;3;1;2;19.3667;0.472846;108.06255;0.148642;605;0;404;3490;3894
310;06.11.2011;4.0;0;11;0;0;0;1;13.9333;0.362358;110.18745;0.0920541999999999;522;0;952;2697;3649
320;16.11.2011;4.0;0;11;0;3;1;3;18.2667;0.451988;139.5;0.136829;990;0;145;1672;1817
335;01.12.2011;4.0;0;12;0;4;1;1;12.5;0.305554;78.68745;0.220158;906;0;182;3545;3727
346;12.12.2011;4.0;0;12;0;-1;1;1;9.5333;0.270196;;0.06345;739;0;143;3167;3310
347;13.12.2011;4.0;0;12;0;-1;1;1;11.3;0.301138;88.5;0.14055;529;0;155;3368;3523
349;15.12.2011;;0;12;0;-1;1;2;16.9;0.4122369999999999;95.12505;0.268042;655;0;181;3528;3709
350;16.12.2011;4.0;0;12;0;-1;1;2;15.0;0.359825;75.06255;0.260575;1007;0;178;3399;3577
352;18.12.2011;4.0;0;12;0;0;0;1;9.5333;0.245579;87.9375;0.1697789999999999;795;0;220;2211;2431
365;31.12.2011;1.0;0;12;0;6;0;1;16.4;0.414121;92.37495;0.220154;495;0;665;1820;2485
366;01.01.2012;1.0;1;1;0;0;0;1;14.8;0.375621;;0.192167;568;0;686;1608;2294
387;22.01.2012;1.0;1;1;0;0;0;2;6.5;0.16225;119.4375;0.199638;651;0;196;1781;1977
388;23.01.2012;1.0;1;1;0;1;1;2;8.7333;0.243058;136.6875;0.1107079999999999;633;0;145;2287;2432
407;11.02.2012;1.0;1;2;0;6;0;3;8.9667;0.210867;109.6875;0.289796;917;0;192;1977;2169
409;13.02.2012;1.0;1;2;0;-1;1;1;8.9;0.227913;61.6875;0.167283;830;0;94;3328;3422
416;20.02.2012;1.0;1;2;1;1;0;1;11.2;0.273391;;0.2290829999999999;893;0;502;2627;3129
422;26.02.2012;1.0;1;2;0;0;0;1;11.1667;0.268308;61.5;0.205229;829;0;515;2874;3389
426;01.03.2012;1.0;1;3;0;4;1;1;19.4333;0.475371;92.31255;0.226987;777;0;325;4665;4990
431;06.03.2012;1.0;1;3;0;2;1;1;10.3333;0.255042;68.50005;0.200875;616;1;221;3735;3956
436;11.03.2012;1.0;1;3;0;0;0;1;14.4696;0.35967;71.54355;0.2225869999999999;627;0;1658;3253;4911
446;21.03.2012;2.0;1;3;0;3;1;2;21.2667;0.513258;123.1875;0.0895583;1021;0;1122;5108;6230
450;25.03.2012;2.0;1;3;0;0;0;2;17.5;0.437488;132.12495;0.220775;684;0;1532;3464;4996
452;27.03.2012;2.0;1;3;0;2;1;1;12.9333;0.315654;43.5;0.187192;550;0;531;4571;5102
453;28.03.2012;2.0;1;3;0;3;1;1;19.3667;0.47095;72.1875;0.291671;569;0;674;5024;5698
458;02.04.2012;2.0;1;4;0;1;1;1;17.3565;0.427513;75.6522;0.312139;518;0;1208;4728;5936
459;03.04.2012;2.0;1;4;0;2;1;1;18.6667;0.461483;59.50005;0.100133;458;0;1348;5424;6772
466;10.04.2012;2.0;1;4;0;2;1;1;17.8667;0.436233;;0.249375;545;0;819;5099;5918
474;18.04.2012;;1;4;0;3;1;2;18.5333;0.457038;85.37505;0.1679119999999999;716;0;347;4020;4367
483;27.04.2012;2.0;1;4;0;5;1;1;18.3;0.452637;60.12495;0.3476329999999999;503;0;1014;5219;6233
484;28.04.2012;2.0;1;4;0;6;0;2;15.0667;0.377504;73.43745;0.129975;976;0;1120;3100;4220
487;01.05.2012;2.0;1;5;0;2;1;2;24.5333;0.577021;98.93745;0.156096;555;0;653;5087;5740
499;13.05.2012;2.0;1;5;0;0;0;1;24.5;0.585238;86.4375;0.225117;667;0;2172;3946;6118
511;25.05.2012;2.0;1;5;0;5;1;1;27.2;0.627529;112.06245;0.14055;933;1;1417;5317;6734
527;10.06.2012;2.0;1;6;0;0;0;1;29.0667;0.663517;80.74995;0.133721;839;0;2224;4374;6598
531;14.06.2012;2.0;1;6;0;4;1;1;25.9333;0.624383;85.43745;0.253733;811;0;1180;6183;7363
547;30.06.2012;3.0;1;6;0;6;0;1;30.6;0.687508;90.1875;0.161071;981;0;1455;4232;5687
549;02.07.2012;3.0;1;7;0;1;1;1;31.2667;0.702038;67.06245;0.195267;615;0;904;5323;6227
552;05.07.2012;3.0;1;7;0;4;1;1;33.1;0.761367;68.68755;0.194029;541;1;1405;4836;6241
555;08.07.2012;3.0;1;7;0;0;0;1;32.9;0.790396;86.0625;0.125629;607;0;1203;3469;4672
556;09.07.2012;3.0;1;7;0;1;1;2;28.4333;0.654054;102.49995;0.180975;690;0;998;5571;6569
559;12.07.2012;3.0;1;7;0;4;1;1;28.6333;0.654683;79.43745;0.146775;579;0;1032;6414;7446
569;22.07.2012;3.0;1;7;0;0;0;2;26.7;0.623125;114.375;0.0939208;552;0;2544;4866;7410
571;24.07.2012;;1;7;0;2;1;1;30.0333;0.70645;98.25;0.211454;1009;1;1140;6452;7592
577;30.07.2012;3.0;1;7;0;1;1;1;29.2333;0.684987;100.3125;0.153617;553;1;1040;6065;7105
579;01.08.2012;3.0;1;8;0;3;1;1;28.7;0.667308;101.625;0.141179;896;0;1074;6506;7580
580;02.08.2012;3.0;1;8;0;4;1;1;30.1;0.707088;98.93745;0.129354;504;1;983;6278;7261
583;05.08.2012;3.0;1;8;0;0;0;1;30.7667;0.731079;97.875;0.290421;794;0;1707;3757;5464
586;08.08.2012;3.0;1;8;0;3;1;2;30.0;0.707717;100.93755;0.1107;1024;1;1263;6271;7534
591;13.08.2012;3.0;1;8;0;1;1;1;28.8333;0.662254;81.81255;0.136212;629;0;1207;5676;6883
592;14.08.2012;3.0;1;8;0;2;1;1;29.0667;0.676779;103.00005;0.169158;878;0;1128;5656;6784
602;24.08.2012;3.0;1;8;0;5;1;2;28.1;0.6471;92.25;0.0721458;688;1;1325;6257;7582
605;27.08.2012;3.0;1;8;0;1;1;1;28.1333;0.654688;109.56255;0.128733;786;0;989;5928;6917
606;28.08.2012;3.0;1;8;0;2;1;1;29.1333;0.66605;93.0;0.190925;742;0;935;6105;7040
609;31.08.2012;3.0;1;8;0;5;1;1;30.5667;0.6894;88.125;0.168533;620;0;1433;5917;7350
628;19.09.2012;3.0;1;9;0;3;1;1;22.1;0.540404;80.50005;0.215175;865;1;788;6803;7591
634;25.09.2012;4.0;1;9;0;2;1;1;22.0;0.544179;85.5;0.236321;867;0;845;6693;7538
638;29.09.2012;4.0;1;9;0;6;0;1;21.7;0.530296;81.43755;0.227604;1001;0;26506;5966;32472
640;01.10.2012;4.0;1;10;0;1;1;2;20.8333;0.512;97.37505;0.0908041999999999;586;0;763;6015;6778
646;07.10.2012;4.0;1;10;0;0;0;2;16.6333;0.419813;106.24995;0.1411619999999999;706;0;781;2729;3510
651;12.10.2012;4.0;1;10;0;5;1;1;17.5;0.433071;80.87505;0.235092;737;0;1060;6222;7282
653;14.10.2012;4.0;1;10;0;0;0;1;20.8667;0.508204;96.06255;0.2786119999999999;785;0;2080;4559;6639
657;18.10.2012;4.0;1;10;0;4;1;2;20.9;0.512625;109.24995;0.2369369999999999;1024;1;1008;6501;7509
658;19.10.2012;;1;10;0;5;1;2;22.5333;0.537896;122.25;0.134954;1000;0;753;4671;5424
665;26.10.2012;4.0;1;10;0;5;1;2;21.8333;0.52275;121.06245;0.132467;634;0;1182;6262;7444
666;27.10.2012;4.0;1;10;0;6;0;2;21.2;0.515133;108.0;0.235692;1023;0;2643;5209;7852
687;17.11.2012;4.0;1;11;0;6;0;1;13.0;0.326383;81.81255;0.179729;766;0;1313;4316;5629
689;19.11.2012;;1;11;0;1;1;2;15.2333;0.375621;93.49995;0.235067;797;0;449;5050;5499
693;23.11.2012;4.0;1;11;0;5;1;1;14.7333;0.378779;85.3125;0.148021;998;0;1603;2307;3910
700;30.11.2012;4.0;1;11;0;5;1;1;11.9333;0.323867;97.43745;0.0584708;899;1;362;5306;5668
703;03.12.2012;4.0;1;12;0;1;1;1;18.1;0.455796;115.125;0.0827208;585;0;555;5679;6234
704;04.12.2012;4.0;1;12;0;2;1;1;19.0333;0.4690539999999999;110.0625;0.174129;729;1;551;6055;6606
705;05.12.2012;4.0;1;12;0;3;1;1;17.5333;0.428012;;0.324021;620;1;331;5398;5729
706;06.12.2012;4.0;1;12;0;4;1;1;10.2333;0.258204;76.3125;0.174754;596;0;340;5035;5375
709;09.12.2012;4.0;1;12;0;0;0;2;15.3667;0.390146;135.81255;0.157975;869;0;441;2787;3228
711;11.12.2012;4.0;1;12;0;2;1;2;14.1333;0.338363;89.50005;0.296037;711;0;282;5219;5501
714;14.12.2012;4.0;1;12;0;5;1;1;11.2667;0.294192;96.43755;0.1312289999999999;528;0;429;5182;5611
718;18.12.2012;4.0;1;12;0;2;1;1;16.4333;0.409708;99.9375;0.221404;759;0;433;5124;5557
730;30.12.2012;1.0;1;12;0;0;0;1;10.2333;0.2317;72.49995;0.350754;925;0;364;1432;1796
