instant,one_hot_encoder_02__season_2,one_hot_encoder_02__season_3,one_hot_encoder_02__season_4,one_hot_encoder_02__weathersit_2,one_hot_encoder_02__weathersit_3,remainder__yr,remainder__holiday,remainder__temp,remainder__atemp,remainder__hum,remainder__windspeed,remainder__leaflets,remainder__price_reduction,weekend,weekday
154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.587133,53.12505,0.253121,991.0,0.0,0.0,1.0
685,0.0,0.0,1.0,1.0,0.0,1.0,0.0,12.8667,0.324492,93.06255,0.1529869999999999,601.0,0.0,0.0,1.0
368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.126275,66.1875,0.365671,549.0,0.0,0.0,1.0
472,1.0,0.0,0.0,0.0,0.0,1.0,1.0,26.5667,0.614925,84.25005,0.284829,740.0,0.0,0.0,1.0
442,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.5667,0.505046,113.37495,0.110704,773.0,1.0,1.0,0.0
257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.9333,0.6269,104.56245,0.1673,761.0,0.0,0.0,1.0
413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.7333,0.3516289999999999,94.01860752688175,0.205846,877.0,1.0,0.0,1.0
643,0.0,0.0,1.0,1.0,0.0,1.0,0.0,26.3,0.607975,108.43755,0.117546,479.0,0.0,0.0,1.0
274,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.4,0.412863,113.0625,0.292296,628.0,0.0,1.0,0.0
129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.525246,88.3125,0.176,838.0,0.0,0.0,1.0
175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.9667,0.656583,85.99995,0.222025,779.0,0.0,0.0,1.0
213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.8667,0.703292,94.01860752688175,0.156717,533.0,0.0,0.0,1.0
533,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.2667,0.594708,75.62505,0.166667,932.0,0.0,1.0,0.0
590,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0333,0.644579,79.56255,0.122512,513.0,0.0,1.0,0.0
221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.724121,85.56255,0.151121,464.0,0.0,0.0,1.0
269,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.9667,0.589042,127.24995,0.1107,495.0,1.0,0.0,1.0
417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.513,0.295113,89.1522,0.205717,587.0,0.0,0.0,1.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6609,0.250322,108.3261,0.0739826,548.0,0.0,1.0,0.0
565,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.7333,0.745583,86.56245,0.137442,977.0,0.0,0.0,1.0
594,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.7667,0.654688,77.87505,0.141796,755.0,0.0,0.0,1.0
135,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.5,0.536,130.06245,0.152979,1024.0,0.0,1.0,0.0
425,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.7739,0.34847,120.71745,0.179117,629.0,0.0,0.0,1.0
227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.6333,0.616167,106.81245,0.208954,815.0,0.0,0.0,1.0
502,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.4667,0.595975,104.68755,0.122512,588.0,0.0,0.0,1.0
524,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.1,0.569442,94.01860752688175,0.15735,537.0,0.0,0.0,1.0
188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.686871,94.01860752688175,0.1592,723.0,0.0,0.0,1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5333,0.116175,65.12505,0.36195,836.0,0.0,1.0,0.0
378,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.9667,0.249362,76.125,0.378108,911.0,0.0,0.0,1.0
722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.6333,0.236113,66.1875,0.407346,572.0,0.0,1.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2121219999999999,88.56525,0.160296,734.0,0.0,0.0,1.0
557,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.8333,0.664796,100.125,0.1517369999999999,516.0,1.0,0.0,1.0
144,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.4,0.604813,111.12495,0.207092,829.0,0.0,0.0,1.0
481,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0667,0.470317,64.18755,0.118792,636.0,0.0,0.0,1.0
578,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.5333,0.662896,105.62505,0.165425,864.0,0.0,0.0,1.0
564,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.7333,0.755683,75.87495,0.114429,809.0,0.0,0.0,1.0
683,0.0,0.0,1.0,1.0,0.0,1.0,0.0,13.7333,0.323225,99.43755,0.342046,542.0,0.0,0.0,1.0
699,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.2348,0.2984219999999999,83.3478,0.115522,509.0,0.0,0.0,1.0
637,0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.7667,0.585863,103.5,0.164179,658.0,0.0,0.0,1.0
548,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.6333,0.750629,94.01860752688175,0.1685289999999999,860.0,1.0,1.0,0.0
261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.3,0.490537,104.25,0.178483,750.0,1.0,1.0,0.0
626,0.0,1.0,0.0,1.0,0.0,1.0,0.0,23.2333,0.55305,110.18745,0.151742,848.0,0.0,0.0,1.0
681,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.8333,0.421713,98.87505,0.1275,783.0,0.0,1.0,0.0
397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.7667,0.466538,76.18755,0.189067,787.0,0.0,0.0,1.0
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.6,0.162254,80.37495,0.266804,990.0,0.0,1.0,0.0
354,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.4333,0.396454,89.31255,0.0615708,867.0,1.0,0.0,1.0
304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.6,0.356063,105.49995,0.10635,720.0,0.0,0.0,1.0
597,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.4333,0.603554,94.01860752688175,0.08645,540.0,0.0,1.0,0.0
464,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.492425,41.37495,0.232596,557.0,1.0,1.0,0.0
119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.497463,68.56245,0.240063,911.0,1.0,0.0,1.0
132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.523363,94.01860752688175,0.189667,983.0,0.0,0.0,1.0
562,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.8333,0.705196,107.68755,0.166667,690.0,1.0,1.0,0.0
441,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.4333,0.436229,126.31245,0.113192,585.0,0.0,0.0,1.0
608,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.2667,0.652779,88.56255,0.0771167,592.0,0.0,0.0,1.0
163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.643325,112.18755,0.163567,495.0,0.0,1.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6609,0.324113,68.60865,0.260883,686.0,1.0,1.0,0.0
367,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.9217,0.252304,57.1956,0.329665,989.0,0.0,0.0,1.0
529,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.1333,0.597875,124.99995,0.214546,777.0,0.0,0.0,1.0
669,0.0,0.0,1.0,1.0,0.0,1.0,0.0,12.7273,0.309909,123.81825,0.213009,846.0,0.0,0.0,1.0
321,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.6667,0.323221,86.37495,0.3053619999999999,532.0,0.0,0.0,1.0
232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.9,0.648996,101.12505,0.104467,675.0,0.0,1.0,0.0
702,0.0,0.0,1.0,1.0,0.0,1.0,0.0,13.9,0.3592079999999999,123.49995,0.1243789999999999,702.0,0.0,1.0,0.0
303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.7667,0.321329,93.5625,0.176617,787.0,0.0,1.0,0.0
514,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.5,0.6793,101.4375,0.196521,506.0,0.0,0.0,1.0
501,1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.4667,0.576404,119.18745,0.147392,779.0,0.0,0.0,1.0
401,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.6333,0.264521,103.18755,0.175996,769.0,0.0,1.0,0.0
341,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.4,0.400246,94.01860752688175,0.266175,586.0,1.0,0.0,1.0
277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.3667,0.472858,106.5,0.205854,819.0,0.0,0.0,1.0
408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.1,0.101658,69.68745,0.4092119999999999,644.0,0.0,1.0,0.0
682,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19.4,0.475383,111.25005,0.173517,793.0,0.0,0.0,1.0
206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.7333,0.720958,113.56245,0.0908083,474.0,0.0,0.0,1.0
190,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.3333,0.664158,91.37505,0.1679119999999999,755.0,0.0,1.0,0.0
202,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.6,0.826371,103.6875,0.222021,788.0,0.0,0.0,1.0
620,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23.1,0.554292,78.0,0.0920541999999999,469.0,0.0,0.0,1.0
100,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0667,0.426737,128.625,0.146767,661.0,0.0,1.0,0.0
312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.3333,0.412246,108.25005,0.0690375,686.0,0.0,0.0,1.0
554,0.0,1.0,0.0,0.0,0.0,1.0,0.0,34.4667,0.804913,73.81245,0.163554,834.0,0.0,1.0,0.0
208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.690667,60.43755,0.183463,654.0,0.0,0.0,1.0
661,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.5,0.482942,85.24995,0.0814833,599.0,0.0,0.0,1.0
162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.678038,98.18745,0.15485,841.0,0.0,1.0,0.0
316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.2667,0.357942,82.93755,0.212062,598.0,0.0,1.0,0.0
353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0667,0.280933,95.625,0.172896,703.0,0.0,0.0,1.0
726,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.7333,0.220333,123.49995,0.316546,701.0,0.0,0.0,1.0
654,0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.4667,0.53915,94.01860752688175,0.296037,598.0,0.0,0.0,1.0
599,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.9667,0.601025,101.0625,0.0727708,964.0,0.0,0.0,1.0
680,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.5667,0.393937,96.81255,0.0578458,901.0,0.0,1.0,0.0
447,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.1667,0.531567,124.6875,0.1175619999999999,750.0,0.0,0.0,1.0
339,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.4333,0.393925,124.06245,0.0622083,628.0,0.0,0.0,1.0
512,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.7,0.642696,109.875,0.198992,869.0,0.0,1.0,0.0
420,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.3,0.410971,110.625,0.237567,944.0,0.0,0.0,1.0
248,0.0,1.0,0.0,1.0,0.0,0.0,1.0,26.9333,0.625646,118.56255,0.212696,887.0,1.0,0.0,1.0
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.7667,0.363625,120.87495,0.160446,755.0,0.0,1.0,0.0
648,0.0,0.0,1.0,1.0,0.0,1.0,0.0,17.8667,0.438112,114.25005,0.1903,611.0,0.0,0.0,1.0
313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.4090789999999999,113.74995,0.0621958,864.0,0.0,0.0,1.0
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.292908,47.12505,0.226996,829.0,0.0,0.0,1.0
83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.4,0.270833,120.87495,0.2437869999999999,861.0,0.0,0.0,1.0
305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0333,0.397088,102.5625,0.135571,675.0,0.0,0.0,1.0
465,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.5667,0.476638,47.625,0.358196,585.0,1.0,0.0,1.0
488,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.5667,0.537896,119.56245,0.138058,813.0,0.0,0.0,1.0
615,0.0,1.0,0.0,1.0,0.0,1.0,0.0,27.8667,0.655329,121.56255,0.142421,598.0,1.0,0.0,1.0
712,0.0,0.0,1.0,1.0,0.0,1.0,0.0,11.9,0.297338,80.74995,0.162937,802.0,1.0,0.0,1.0
541,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.7333,0.674254,71.87505,0.145525,731.0,0.0,1.0,0.0
510,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.2,0.6067,107.50005,0.172896,706.0,0.0,0.0,1.0
157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1333,0.621858,90.0,0.121896,912.0,0.0,0.0,1.0
373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,0.340258,69.75,0.191542,969.0,0.0,1.0,0.0
161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.703292,90.75,0.1405539999999999,840.0,0.0,0.0,1.0
314,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.2,0.373721,121.99995,0.189067,684.0,1.0,0.0,1.0
179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.7667,0.692558,95.12505,0.144283,997.0,0.0,0.0,1.0
716,0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.5,0.369938,125.8125,0.100742,491.0,0.0,1.0,0.0
398,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.9667,0.398971,94.01860752688175,0.187187,547.0,0.0,0.0,1.0
229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.9333,0.666671,86.31255,0.143667,905.0,0.0,0.0,1.0
439,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.9,0.548617,76.06245,0.1150619999999999,887.0,0.0,0.0,1.0
103,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.5,0.417283,122.87505,0.250617,694.0,1.0,0.0,1.0
545,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.9667,0.675512,63.375,0.17165,772.0,0.0,0.0,1.0
596,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.1333,0.618071,90.49995,0.177867,507.0,0.0,1.0,0.0
315,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.9667,0.306817,66.9375,0.314675,617.0,0.0,0.0,1.0
694,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.1333,0.248742,94.01860752688175,0.376871,496.0,0.0,1.0,0.0
540,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.2667,0.652792,80.18745,0.179721,978.0,1.0,1.0,0.0
490,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.1,0.590917,110.31255,0.162938,476.0,0.0,0.0,1.0
588,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.6333,0.667942,107.37495,0.238813,733.0,0.0,0.0,1.0
656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.2333,0.450108,94.01860752688175,0.101371,492.0,1.0,0.0,1.0
92,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.6,0.315637,98.0625,0.197146,672.0,0.0,1.0,0.0
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9913,0.279961,102.1956,0.155091,989.0,0.0,1.0,0.0
496,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.2333,0.4917829999999999,82.81245,0.314063,550.0,0.0,0.0,1.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9652,0.279974,75.58695,0.293961,840.0,0.0,0.0,1.0
254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.1333,0.609229,107.0625,0.1150539999999999,1005.0,0.0,1.0,0.0
421,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.6333,0.255675,59.37495,0.421642,669.0,0.0,1.0,0.0
296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.8667,0.422333,111.1875,0.0995125,607.0,0.0,1.0,0.0
639,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0667,0.517663,87.49995,0.134958,952.0,0.0,1.0,0.0
146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3333,0.654688,101.625,0.199642,720.0,0.0,0.0,1.0
619,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23.3333,0.565654,75.5625,0.258713,748.0,0.0,0.0,1.0
252,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,0.578946,134.68755,0.1243789999999999,1002.0,0.0,0.0,1.0
241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.4667,0.607958,83.18745,0.159825,587.0,0.0,0.0,1.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9333,0.377513,102.9375,0.274246,762.0,0.0,0.0,1.0
185,0.0,1.0,0.0,1.0,0.0,0.0,1.0,29.0667,0.665417,95.68755,0.0814791999999999,749.0,0.0,0.0,1.0
361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.327633,114.375,0.18845,517.0,0.0,0.0,1.0
471,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.2667,0.573875,76.18755,0.225129,554.0,0.0,1.0,0.0
65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0609,0.366252,142.23915,0.343287,667.0,0.0,1.0,0.0
698,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.8667,0.2897619999999999,75.9375,0.210821,935.0,1.0,0.0,1.0
189,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.3667,0.6704829999999999,113.68755,0.225129,1015.0,0.0,0.0,1.0
641,0.0,0.0,1.0,0.0,1.0,1.0,0.0,23.6333,0.542333,130.75005,0.104475,499.0,0.0,0.0,1.0
255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.7739,0.60213,103.8261,0.088913,532.0,0.0,0.0,1.0
473,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3333,0.598487,58.56255,0.273629,633.0,0.0,0.0,1.0
509,1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.8667,0.584612,116.18745,0.102,873.0,0.0,0.0,1.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.3024,63.12495,0.12065,924.0,0.0,0.0,1.0
240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.2824,0.6479590000000001,84.26475,0.304659,615.0,0.0,1.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1667,0.32575,89.18745,0.220775,580.0,0.0,1.0,0.0
485,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.3333,0.450121,88.06245,0.116908,869.0,0.0,1.0,0.0
652,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.7333,0.391396,74.18745,0.146142,632.0,0.0,1.0,0.0
721,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0667,0.301767,83.50005,0.3743829999999999,881.0,0.0,0.0,1.0
242,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.5667,0.594704,82.24995,0.1250079999999999,576.0,1.0,0.0,1.0
234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.6667,0.638254,70.5,0.27675,990.0,0.0,0.0,1.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4696,0.238461,82.6956,0.341352,981.0,1.0,0.0,1.0
725,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.6522,0.294465,94.01860752688175,0.168726,699.0,0.0,0.0,1.0
102,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.1,0.493054,110.87505,0.274879,813.0,0.0,0.0,1.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.150883,70.56255,0.301,572.0,1.0,0.0,1.0
399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.5333,0.309346,79.00005,0.178496,860.0,0.0,0.0,1.0
342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.6333,0.256938,87.0,0.240058,573.0,0.0,0.0,1.0
713,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.8333,0.294188,72.87495,0.174129,676.0,0.0,0.0,1.0
253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.4,0.607962,113.0625,0.153608,560.0,0.0,1.0,0.0
184,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.6667,0.668575,102.375,0.228858,722.0,0.0,1.0,0.0
214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.3333,0.707071,73.6875,0.20585,617.0,0.0,0.0,1.0
272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.6667,0.574512,104.87505,0.1728829999999999,920.0,0.0,0.0,1.0
582,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.7333,0.751267,91.99995,0.257458,606.0,0.0,1.0,0.0
267,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.2667,0.564412,129.375,0.0783833,968.0,0.0,1.0,0.0
433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.1,0.524604,85.125,0.441563,870.0,0.0,0.0,1.0
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.299242,81.375,0.190304,803.0,0.0,1.0,0.0
97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.433696,90.43755,0.1623119999999999,929.0,0.0,0.0,1.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9333,0.263892,86.12505,0.1194119999999999,728.0,0.0,0.0,1.0
31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.2333,0.18625,90.5625,0.187192,901.0,0.0,0.0,1.0
117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.8,0.575142,125.31255,0.3122,849.0,1.0,0.0,1.0
332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.1391,0.490122,111.45645,0.142122,637.0,0.0,0.0,1.0
424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.3667,0.353525,59.37495,0.193417,595.0,0.0,0.0,1.0
489,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.4,0.537242,115.24995,0.133696,908.0,1.0,0.0,1.0
428,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.5667,0.413492,93.1875,0.161079,642.0,0.0,1.0,0.0
406,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.2333,0.293558,81.0,0.1169289999999999,764.0,0.0,0.0,1.0
193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.7667,0.739275,83.87505,0.200254,670.0,0.0,0.0,1.0
415,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.2,0.265788,77.37495,0.253112,838.0,0.0,1.0,0.0
508,1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.6,0.580825,114.87495,0.118167,576.0,0.0,0.0,1.0
385,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.7,0.220958,67.5,0.20275,584.0,0.0,0.0,1.0
498,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.5667,0.544817,72.06255,0.1231329999999999,813.0,0.0,1.0,0.0
372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.7333,0.390779,79.75005,0.174758,827.0,0.0,1.0,0.0
503,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.7333,0.572613,78.0,0.229475,882.0,0.0,0.0,1.0
477,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.8,0.542921,102.43755,0.283587,524.0,0.0,1.0,0.0
20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.4667,0.25505,94.01860752688175,0.195904,992.0,0.0,0.0,1.0
440,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.3,0.532825,86.93745,0.149883,624.0,0.0,0.0,1.0
55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.8261,0.289191,104.60865,0.250496,759.0,0.0,0.0,1.0
587,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.2333,0.699508,93.06255,0.1561,1006.0,1.0,0.0,1.0
70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.6609,0.305,97.43475,0.2329699999999999,487.0,1.0,0.0,1.0
550,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.2333,0.70265,73.81245,0.126237,790.0,0.0,0.0,1.0
110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.564392,92.12505,0.241925,750.0,1.0,0.0,1.0
243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.2667,0.611121,89.68755,0.0833333,628.0,0.0,0.0,1.0
469,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.7,0.4318079999999999,61.24995,0.155471,965.0,0.0,0.0,1.0
59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.2909,0.400118,94.01860752688175,0.289686,471.0,1.0,0.0,1.0
151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.725383,95.50005,0.111329,843.0,0.0,0.0,1.0
